sale_id,sale_date,customer_name,email,region_name,product_name,category,quantity,sale_amount
217,2024-08-13,Sneha Reddy,sneha.reddy@example.com,East,Mobile Phone,Electronics,5,125000.0
290,2024-08-22,Karan Patel,karan.patel@example.com,East,Mobile Phone,Electronics,4,100000.0
331,2024-09-20,Sneha Sharma,sneha.sharma@example.com,East,Mobile Phone,Electronics,2,50000.0
332,2023-04-04,Rahul Kumar,rahul.kumar@example.com,East,Mobile Phone,Electronics,1,25000.0
346,2023-08-09,Neha Iyer,neha.iyer@example.com,East,Mobile Phone,Electronics,1,25000.0
375,2023-07-18,Simran Patel,simran.patel@example.com,East,Mobile Phone,Electronics,4,100000.0
410,2023-10-13,Pooja Singh,pooja.singh@example.com,East,Mobile Phone,Electronics,5,125000.0
431,2024-11-07,Sneha Patel,sneha.patel@example.com,East,Mobile Phone,Electronics,3,75000.0
505,2023-07-24,Rahul Sharma,rahul.sharma@example.com,East,Mobile Phone,Electronics,3,75000.0
569,2023-01-10,Sneha Iyer,sneha.iyer@example.com,East,Mobile Phone,Electronics,3,75000.0
580,2023-08-21,Karan Mehta,karan.mehta@example.com,East,Mobile Phone,Electronics,2,50000.0
591,2023-05-18,Ravi Chopra,ravi.chopra@example.com,East,Mobile Phone,Electronics,4,100000.0
653,2023-06-20,Amit Gupta,amit.gupta@example.com,East,Mobile Phone,Electronics,2,50000.0
678,2023-02-20,Sneha Iyer,sneha.iyer@example.com,East,Mobile Phone,Electronics,5,125000.0
694,2024-09-06,Ravi Verma,ravi.verma@example.com,East,Mobile Phone,Electronics,2,50000.0
732,2023-03-01,Neha Chopra,neha.chopra@example.com,East,Mobile Phone,Electronics,3,75000.0
770,2024-12-09,Priya Reddy,priya.reddy@example.com,East,Mobile Phone,Electronics,4,100000.0
821,2023-10-27,Arjun Reddy,arjun.reddy@example.com,East,Mobile Phone,Electronics,5,125000.0
830,2024-03-10,Sneha Sharma,sneha.sharma@example.com,East,Mobile Phone,Electronics,2,50000.0
845,2023-07-31,Sneha Mehta,sneha.mehta@example.com,East,Mobile Phone,Electronics,4,100000.0
850,2023-01-14,Ravi Mehta,ravi.mehta@example.com,East,Mobile Phone,Electronics,3,75000.0
857,2023-04-16,Simran Singh,simran.singh@example.com,East,Mobile Phone,Electronics,5,125000.0
881,2023-09-18,Sneha Sharma,sneha.sharma@example.com,East,Mobile Phone,Electronics,1,25000.0
906,2024-11-24,Ravi Singh,ravi.singh@example.com,East,Mobile Phone,Electronics,4,100000.0
920,2024-08-07,Karan Iyer,karan.iyer@example.com,East,Mobile Phone,Electronics,3,75000.0
930,2024-10-30,Amit Gupta,amit.gupta@example.com,East,Mobile Phone,Electronics,4,100000.0
936,2024-12-31,Rahul Sharma,rahul.sharma@example.com,East,Mobile Phone,Electronics,4,100000.0
974,2023-09-11,Neha Iyer,neha.iyer@example.com,East,Mobile Phone,Electronics,5,125000.0
976,2024-11-04,Rahul Sharma,rahul.sharma@example.com,East,Mobile Phone,Electronics,2,50000.0
4,2023-07-07,Karan Verma,karan.verma@example.com,South,Mobile Phone,Electronics,4,100000.0
15,2023-11-10,Priya Reddy,priya.reddy@example.com,South,Mobile Phone,Electronics,1,25000.0
21,2023-08-25,Priya Reddy,priya.reddy@example.com,South,Mobile Phone,Electronics,4,100000.0
92,2023-07-08,Priya Reddy,priya.reddy@example.com,South,Mobile Phone,Electronics,4,100000.0
119,2023-10-05,Karan Patel,karan.patel@example.com,South,Mobile Phone,Electronics,2,50000.0
146,2024-07-02,Simran Kumar,simran.kumar@example.com,South,Mobile Phone,Electronics,1,25000.0
181,2023-05-30,Neha Patel,neha.patel@example.com,South,Mobile Phone,Electronics,1,25000.0
187,2024-03-17,Ravi Verma,ravi.verma@example.com,South,Mobile Phone,Electronics,3,75000.0
202,2024-06-17,Priya Reddy,priya.reddy@example.com,South,Mobile Phone,Electronics,2,50000.0
249,2024-09-20,Sneha Patel,sneha.patel@example.com,South,Mobile Phone,Electronics,3,75000.0
327,2024-03-01,Amit Gupta,amit.gupta@example.com,South,Mobile Phone,Electronics,4,100000.0
371,2024-02-22,Ravi Verma,ravi.verma@example.com,South,Mobile Phone,Electronics,5,125000.0
613,2024-02-09,Simran Verma,simran.verma@example.com,South,Mobile Phone,Electronics,1,25000.0
650,2024-02-04,Ravi Mehta,ravi.mehta@example.com,South,Mobile Phone,Electronics,2,50000.0
699,2024-12-09,Pooja Reddy,pooja.reddy@example.com,South,Mobile Phone,Electronics,1,25000.0
720,2023-03-28,Arjun Gupta,arjun.gupta@example.com,South,Mobile Phone,Electronics,2,50000.0
862,2023-10-26,Amit Patel,amit.patel@example.com,South,Mobile Phone,Electronics,5,125000.0
877,2024-11-01,Priya Patel,priya.patel@example.com,South,Mobile Phone,Electronics,1,25000.0
973,2024-11-24,Karan Iyer,karan.iyer@example.com,South,Mobile Phone,Electronics,3,75000.0
986,2024-04-14,Sneha Patel,sneha.patel@example.com,South,Mobile Phone,Electronics,1,25000.0
27,2024-06-15,Karan Mehta,karan.mehta@example.com,North,Mobile Phone,Electronics,4,100000.0
58,2023-09-23,Karan Iyer,karan.iyer@example.com,North,Mobile Phone,Electronics,5,125000.0
89,2023-06-02,Amit Singh,amit.singh@example.com,North,Mobile Phone,Electronics,1,25000.0
91,2023-04-27,Sneha Sharma,sneha.sharma@example.com,North,Mobile Phone,Electronics,3,75000.0
200,2023-08-24,Arjun Patel,arjun.patel@example.com,North,Mobile Phone,Electronics,1,25000.0
353,2023-12-14,Priya Reddy,priya.reddy@example.com,North,Mobile Phone,Electronics,5,125000.0
454,2023-11-06,Arjun Gupta,arjun.gupta@example.com,North,Mobile Phone,Electronics,1,25000.0
463,2024-11-17,Ravi Singh,ravi.singh@example.com,North,Mobile Phone,Electronics,2,50000.0
472,2024-08-08,Ravi Sharma,ravi.sharma@example.com,North,Mobile Phone,Electronics,1,25000.0
485,2024-09-30,Priya Sharma,priya.sharma@example.com,North,Mobile Phone,Electronics,5,125000.0
532,2024-11-15,Rahul Kumar,rahul.kumar@example.com,North,Mobile Phone,Electronics,1,25000.0
549,2023-10-15,Amit Patel,amit.patel@example.com,North,Mobile Phone,Electronics,1,25000.0
573,2024-05-12,Amit Reddy,amit.reddy@example.com,North,Mobile Phone,Electronics,2,50000.0
614,2023-07-03,Ravi Singh,ravi.singh@example.com,North,Mobile Phone,Electronics,5,125000.0
626,2024-07-24,Arjun Patel,arjun.patel@example.com,North,Mobile Phone,Electronics,3,75000.0
705,2023-11-10,Amit Patel,amit.patel@example.com,North,Mobile Phone,Electronics,4,100000.0
706,2024-11-10,Ravi Sharma,ravi.sharma@example.com,North,Mobile Phone,Electronics,5,125000.0
707,2023-06-11,Sneha Chopra,sneha.chopra@example.com,North,Mobile Phone,Electronics,5,125000.0
716,2024-05-05,Karan Gupta,karan.gupta@example.com,North,Mobile Phone,Electronics,1,25000.0
767,2023-08-28,Simran Patel,simran.patel@example.com,North,Mobile Phone,Electronics,3,75000.0
775,2024-03-03,Neha Verma,neha.verma@example.com,North,Mobile Phone,Electronics,3,75000.0
798,2024-02-25,Simran Iyer,simran.iyer@example.com,North,Mobile Phone,Electronics,3,75000.0
849,2023-07-11,Arjun Mehta,arjun.mehta@example.com,North,Mobile Phone,Electronics,5,125000.0
865,2024-11-21,Amit Reddy,amit.reddy@example.com,North,Mobile Phone,Electronics,3,75000.0
868,2024-10-14,Karan Iyer,karan.iyer@example.com,North,Mobile Phone,Electronics,2,50000.0
874,2024-06-19,Ravi Singh,ravi.singh@example.com,North,Mobile Phone,Electronics,4,100000.0
945,2024-12-01,Pooja Iyer,pooja.iyer@example.com,North,Mobile Phone,Electronics,4,100000.0
968,2024-10-13,Ravi Verma,ravi.verma@example.com,North,Mobile Phone,Electronics,3,75000.0
61,2024-12-09,Simran Kumar,simran.kumar@example.com,Central,Headphones,Accessories,2,6000.0
400,2024-08-07,Neha Iyer,neha.iyer@example.com,Central,Headphones,Accessories,4,12000.0
417,2024-08-18,Amit Reddy,amit.reddy@example.com,Central,Headphones,Accessories,5,15000.0
503,2023-04-25,Neha Patel,neha.patel@example.com,Central,Headphones,Accessories,4,12000.0
553,2023-07-12,Sneha Iyer,sneha.iyer@example.com,Central,Headphones,Accessories,2,6000.0
563,2024-03-28,Arjun Patel,arjun.patel@example.com,Central,Headphones,Accessories,3,9000.0
583,2024-05-26,Simran Kumar,simran.kumar@example.com,Central,Headphones,Accessories,5,15000.0
610,2024-06-15,Ravi Verma,ravi.verma@example.com,Central,Headphones,Accessories,1,3000.0
654,2023-12-21,Simran Iyer,simran.iyer@example.com,Central,Headphones,Accessories,3,9000.0
666,2024-10-17,Simran Singh,simran.singh@example.com,Central,Headphones,Accessories,2,6000.0
672,2023-01-26,Karan Gupta,karan.gupta@example.com,Central,Headphones,Accessories,4,12000.0
686,2023-04-13,Ravi Chopra,ravi.chopra@example.com,Central,Headphones,Accessories,3,9000.0
693,2024-08-03,Rahul Singh,rahul.singh@example.com,Central,Headphones,Accessories,3,9000.0
715,2024-05-24,Pooja Iyer,pooja.iyer@example.com,Central,Headphones,Accessories,3,9000.0
756,2023-12-20,Pooja Reddy,pooja.reddy@example.com,Central,Headphones,Accessories,1,3000.0
783,2024-03-20,Sneha Mehta,sneha.mehta@example.com,Central,Headphones,Accessories,1,3000.0
795,2024-01-22,Priya Singh,priya.singh@example.com,Central,Headphones,Accessories,1,3000.0
819,2024-02-14,Simran Kumar,simran.kumar@example.com,Central,Headphones,Accessories,4,12000.0
835,2023-08-26,Simran Patel,simran.patel@example.com,Central,Headphones,Accessories,3,9000.0
854,2024-05-12,Ravi Kumar,ravi.kumar@example.com,Central,Headphones,Accessories,2,6000.0
931,2024-12-22,Arjun Gupta,arjun.gupta@example.com,Central,Headphones,Accessories,3,9000.0
941,2024-10-12,Priya Reddy,priya.reddy@example.com,Central,Headphones,Accessories,4,12000.0
959,2024-09-25,Simran Patel,simran.patel@example.com,Central,Headphones,Accessories,1,3000.0
136,2023-10-18,Neha Reddy,neha.reddy@example.com,West,Headphones,Accessories,5,15000.0
